epoch,train_loss,train_seg,train_attn,train_div,train_acc,val_loss,val_seg,val_attn,val_div,val_acc
1,0.5286296847183016,0.21260490418194117,0.2963927124667253,0.019632069266580406,0.8226484226529934,0.5005098584406417,0.19499474974535164,0.2964795430887843,0.009035567046371415,0.8325196797591085
2,0.4961765391519836,0.19228115227671816,0.29634833880502687,0.007547048575631775,0.8353196147469418,0.492885076968741,0.19055217976081543,0.296108850284,0.006224047236178365,0.8346922165688837
3,0.4896245745184802,0.18847951832641102,0.2957498139605359,0.005395242415990182,0.8380373955651863,0.4877739256844601,0.1875024432879323,0.295436394044552,0.004835088573028992,0.8383405318365332
4,0.48440865775957265,0.18470060693322993,0.295239297753509,0.004468753121163429,0.8423368576884728,0.4835918472666685,0.18443500411958855,0.29502406360728883,0.00413277996075853,0.8429117167197003
